Patalpa,Lentyna,Lentynos nuotrauka,Viršelių nuotraukų,Perskaityta knygų,Sulieta su senais,Naujų,Neįskaitomų,Pastabos
Žagarinė salonas,20,Zagarine Salonas 20.JPG,0,15,7,4,4,"Lentynos numeris „20“ aiškiai užrašytas ant lentos po eile; virš jos esanti lenta pažymėta „19“ – eilė identifikuota patikimai. · Šioje lentynoje knygos ne sustatytos nugarėlėmis, o sudėtos į tris gulinčias/pakrypusias krūvas: kairėje aviacijos knygos, viduryje komiksai, dešinėje pakrypusios anglų kalbos knygos. Pozicijos sunumeruotos iš kairės į dešinę, krūvoje – nuo viršaus žemyn. · pos 1: viršutinė kairiosios krūvos knyga be matomo užrašo. · pos 5: už kairiosios krūvos gulintis leidinys – neįskaitomas. · pos 11–12: dvi dešiniosios grupės knygos beveik visiškai užstotos; galimas daiktas, kad tai viena knyga. · pos 10: „Naruto“ pavadinimas atpažintas iš logotipo, ne iš teksto."
Žagarinė salonas,21,Zagarine Salonas 21.JPG,1,17,8,5,4,"Lentynos nuotrauka nefokusuota — dalis nugarėlių (pos 3, 5, 6, 7) neįskaitomos. · pos 3–7: knygos suspaustos ir pakrypusios, tiksli jų tvarka ir ribos tarp gretimų nugarėlių nėra visiškai aiškios; galimas nuokrypis ±1 knyga. · pos 15–16: dešinėje pusėje gulinčių mangos tomų krūva — suskaičiuota 16 tomų (13 „Drakonų kovos“, 3 „Naruto“); tomų numeriai iš nugarėlių neįskaitomi. · pos 17: viršelio nuotraukoje knyga nufotografuota ne lentynoje, tarp nugarėlių jos neatpažinau."
Žagarinė salonas,22,Zagarine Salonas 22.JPG,4,29,26,3,0,"Lentynos numeris „22“ aiškiai užrašytas ant lentos po eile – eilė identifikuota patikimai. · Pagrindinėje nuotraukoje dešinysis lentynos galas nukirstas; pozicijos 18–26 perskaitytos iš „Zagarine Salonas 22_1.JPG“, kurioje matyti ta pati lentyna (su „22“ žyma) iki pat dešiniojo krašto. · pos 2, 8, 15, 24, 25, 26: ant nugarėlių matyti tik autorius (arba tomo numeris), pavadinimo nėra. · pos 3: „Л. Н. Толстой о литературе“ – skydelio tekstas nublukęs. · pos 11: „Мелочи жизни“ – autorius ant nugarėlės neįskaitomas (tikėtina М. Е. Салтыков-Щедрин). · pos 19: storos žalios Гончаров knygos pavadinimą užstoja gretimos knygos. · pos 23: „Братья Карамазовы“ – viršutinė nugarėlės dalis kitokios spalvos, galbūt atskira knyga už jos. · Nuotraukos 22_2–22_4 rodo knygas, laikomas rankoje prie stalo; lentynos nuotraukoje jų neatpažinau, todėl įrašytos atskirai (source „cover“)."
Žagarinė salonas,23,Zagarine Salonas 23.JPG,2,28,21,5,2,"pos 1: kairiajame gale rožinė dėžė / aplankas su baltais lapais — ar tai knyga, neaišku; įrašyta kaip vienas neatpažintas leidinys. · pos 4: raudona knyga tarp Euripido ir Plauto beveik visiškai užstota. · pos 12–15, 22, 23: ant nugarėlių matyti tik autorių vardai (Epiktetas, Еврипид, Lukianas, Ksenofontas, Anatolijus Varšavskis, Платон), pavadinimai neįskaitomi. · pos 27–28: viršelių nuotraukose knygos nufotografuotos ne lentynoje (laikomos rankose), nugarėlėse lentynoje jų neatpažinau. · Visos lentynos knygos pažymėtos mėlynais „HESSE P.L.B.“ lipdukais nugarėlių viršuje."
Žagarinė salonas,24,Zagarine Salonas 24.JPG,1,30,26,2,2,"pos 5: geltona nugarėlė su ranka rašytu rusišku užrašu — neįskaitoma · pos 4, 15, 16, 18, 27: ant nugarėlių tik autoriai arba tomų numeriai, pavadinimų nėra · pos 19–30: dešinysis lentynos galas nepatenka į lentynos nuotrauką; perskaityta iš platesnės nuotraukos 24_1 · pos 25: pakrypusi knyga už „A History of Histories“ — matyti tik ikonų iliustracijos, jokio teksto · pos 26 ir 27: dvi atskiros Gurevičiaus knygos viena šalia kitos; gali būti tas pats veikalas dviem leidimais"
Žagarinė salonas,25,Zagarine Salonas 25.JPG,9,35,22,12,1,"Lentynos numeris „25“ pieštuku užrašytas ant vidurinės lentos krašto; aprašyta eilė, stovinti TIESIAI VIRŠ šio užrašo (viršutinė eilė nuotraukoje). Žemiau esanti eilė (Isabel Allende, Agatha Christie, Educated ir kt.) priklauso 26-ai lentynai ir čia neįrašyta. · Pagrindinė nuotrauka „Zagarine Salonas 25.JPG“ apima tik kairę ir vidurinę lentynos dalį — dešinysis galas nukirstas kadro krašte. Dešinioji dalis (pos 17–25) perskaityta iš „Zagarine Salonas 25_1.JPG“, kuri iš tikrųjų yra antra tos pačios lentynos nuotrauka, o ne knygos viršelis. · pos 3: didelis tamsiai mėlynas tomas pasviręs atgal, matoma tik įspaudo pradžia „BIBLIJOS“ — pavadinimas nepilnas. · pos 14: sena drobinė nugarėlė su nutrintu įspaudu; pavadinimas „Ogiustas Rodenas“ perskaitytas patikimai, autorius „D. Veisas“ — tik tikėtinas. · pos 24–25: du to paties leidinio egzemplioriai kraštinėje dešinėje; pavadinimo pradžia nukirsta kadro krašte, todėl žinomas tik nuo „…kvantinė fizika, organizacijos struktūra ir vadovavimo stilius“. · pos 26–27: už priekinės eilės, tarp Судзуки ir Выготский, pasvirę dar dvi knygos; įskaitoma tik pavardė „Л. С. Выготский“. · Ties pos 4 (Десять заповедей) gilumoje matyti rudas kailio/odos pavidalo daiktas — neaišku, ar knyga; į sąrašą neįtrauktas. · pos 28–35: aštuoni atskirai nufotografuoti leidiniai; nė vieno nepavyko sutapatinti su konkrečia nugarėle lentynoje (tai plonos brošiūros ir minkšti viršeliai, matyt, stovintys antroje eilėje arba tarpuose), todėl jų pozicijos numeriai yra sąlyginiai."
Žagarinė salonas,26,Zagarine Salonas 26.JPG,7,35,27,6,2,"pos 4: ketvirta Isabel Allende knyga atlošta atgal — nugarėlės nesimato nė vienoje nuotraukoje · pos 17: plonas šviesus leidinys už „Educated“ — matomas tik nugarėlės kraštelis · pos 23: С. Л. Рубинштейн — ant nugarėlės tik autorius ir tomo numeris II · pos 24: knyga tarp Рубинштейн ir Piaget atsukta lapais į priekį, tekstas lietuviškas, pavadinimo nematyti · pos 33: Былины — pavadinimas ne nuo viršelio, o iš atversto antraštinio lapo serijos ir pirmosios bylinos · nuotraukoje 26_5 po ranka matosi dar vienas vokiškas kišeninis leidinys (nugarinis viršelis su nespalvota aulinio bato nuotrauka, užrašai „...enbuch“, „...rlag“) — jis neturi atskiros viršelio nuotraukos ir gali būti jau suskaičiuotų Anna Freud arba Konrad Lorenz knygų nugarinis viršelis, todėl į sąrašą neįtrauktas · lentynos nuotraukoje 26_1 matoma dešinioji lentynos dalis (nuo Stefan Zweig iki Лейбин), kurios pagrindinėje nuotraukoje „Zagarine Salonas 26.JPG“ nesimato"
Žagarinė salonas,27,Zagarine Salonas 27.JPG,27,53,14,33,6,"Lentynos numeris „27“ aiškiai užrašytas pieštuku ant lentos krašto; skaitytos tik virš jo stovinčios knygos · Lentyna nusidriekia toliau į dešinę, nei matyti pagrindinėje nuotraukoje — dešinė dalis (pos 13–31) skaityta iš nuotraukos „Zagarine Salonas 27_1.JPG“, kurioje taip pat matyti užrašas „27“ · pos 1: raudono folianto pavadinimo nesimato — tik parapijų sąrašas nugarėlėje ir įspaudai „DEANERY“, „DAIL...“ ant viršelio · pos 12, 15, 16, 27, 28: knygos be įskaitomo teksto (antroje eilėje, pakrypusios arba tuščiomis nugarėlėmis) · pos 29–31: trys juodos Vytauto Tarasonio knygos; skaitmenys ant nugarėlių smulkūs — patikimai perskaityti tik II ir I, III paimtas iš viršelio nuotraukos 27_7 · Už pos 26–28 antroje eilėje guli plokščias aplankų, brošiūrų ir sąsiuvinių pluoštas (bent 6–8 vienetai) — būtent iš jo paimtos viršelių nuotraukos 27_2–27_28; atskirų nugarėlių ten suskaičiuoti neįmanoma, todėl pos 32–53 įrašyti pagal viršelių nuotraukas · Dubliuotos viršelių nuotraukos: 27_8 ir 27_20 (Motiejus Čepas), 27_22 ir 27_25 (Fizikos laboratoriniai darbai), 27_2 ir 27_3 (Lietuvos tremtiniai Tadžikijoje) — kiekviena pora įrašyta kaip VIENA knyga, nors gali būti po du egzempliorius · Partijos sąraše nėra nuotraukos 27_27 (praleistas numeris)"
Žagarinė salonas,28,Zagarine Salonas 28.JPG,7,30,21,8,1,"Lentynos numeris 28 aiškiai užrašytas pieštuku ant lentos krašto — skaityta vidurinė eilė. · pos 4: Ралф Эмерсон / Генри Торо — ant nugarėlės tik autoriai, pavadinimo nėra. · pos 13: Макс Фриш („XX век. Зарубежная классика“) — pavadinimas ant nugarėlės neužrašytas. · pos 20: geltona G. E. Lessing knyga — matyti tik autorius. · pos 24: didelė tamsiai ruda knyga lentynos gale, nugarėlė be teksto. · pos 26–30: viršelių nuotraukos 28_2–28_7 darytos rankoje prieš kitą lentyną; šių knygų lentynos nuotraukoje sutapatinti nepavyko. · Dešinioji lentynos dalis (pos 18–25) matoma tik nuotraukoje 28_1."
Žagarinė salonas,29,Zagarine Salonas 29.JPG,6,30,16,13,1,"pos 2, 8, 14: ant nugarėlių matosi tik autorių vardai (Брэдбери, Херберт, Džekas Londonas), pavadinimų nėra · pos 7: trys Германа Мелвилла tomai be matomo pavadinimo — įrašyti kaip vienas komplektas · pos 19: SCHOPENHAUER — neaišku, kokia kalba (lotyniškos raidės, be kitų užrašų) · pos 25: horizontaliai gulinti knyga po Oscar Wilde tomu — nugarėlė nematoma · pos 26–30: viršelių nuotraukos 29_2–29_6 rodo knygas, kurių lentynos nuotraukoje neįmanoma sutapatinti su nugarėlėmis · dešinysis lentynos galas pagrindinėje nuotraukoje nukirstas — pos 18–24 perskaityti iš nuotraukos 29_1"
Žagarinė salonas,30,Zagarine Salonas 30.JPG,1,31,25,4,2,pos 4: Antuano de Sent Egziuperi knygos pavadinimas nematomas (nugarėlė nudėvėta) · pos 13 ir 16: dvi knygos (vokiška Europäische Verlagsanstalt ir prancūziška Livre de Poche 15264) — nugarėlėse pavadinimų neįmanoma perskaityti · pagrindinėje nuotraukoje dešinioji lentynos dalis nukirsta; pos 20–31 perskaityti iš nuotraukos 30_1
Žagarinė salonas,31,Zagarine Salonas 31.JPG,6,38,23,9,6,"pos 5: pilkai melsva knyga be jokio užrašo ant nugarėlės · pos 6, 7, 16, 30, 32: antroje eilėje stovinčios knygos, matosi tik viršutiniai kraštai ar viršelių fragmentai · pos 3, 17: matomi tik autorių vardai (Džordžas Mereditas, А. Стриндберг), pavadinimų nėra · pos 9: Омар Хайям — pavadinimas dailyraščiu, perskaityta kaip „Стихи любимой“ · pos 21: kreminė tuščia nugarėlė lentynoje sutapatinta su Maupassant „Mont-Oriol“ iš nuotraukos 31_4 — sutapatinimas spėjamas · pos 31: Stendhal tomo pavadinimą užstoja pasvirusi gretima knyga · dešinysis lentynos galas (pos 26–34) matomas tik nuotraukoje 31_1 — pagrindinėje nuotraukoje nukirstas"
Žagarinė salonas,32,Zagarine Salonas 32.JPG,7,31,16,15,0,"pos 3: mėlyna Remarko nugarėlė — matyti tik autorius, pavadinimo nėra matomoje dalyje · pos 26–31: nuotraukos 32_2–32_7 rodo knygas, padėtas ant stalo, o ne lentynoje; su nugarėlėmis nesutapatintos · lentynos numeris 32 užrašytas ant apatinės lentos krašto; aprašyta eilė virš šio užrašo (pagrindinėje nuotraukoje dešinioji dalis nukirsta, ji matoma nuotraukoje 32_1)"
Žagarinė salonas,33,Zagarine Salonas 33.JPG,5,37,21,14,2,"pos 2–12: geltonos Reclam knygelės stovi pakrypusios — pavadinimai ir numeriai suporuoti pagal eilės tvarką, kai kurių autorių nugarėlėse nesimato · pos 15: marixverlag leidinys be matomo pavadinimo · pos 18: plonas baltas objektas tarp Werther ir Mörike — gali būti knygelė arba skirtukas · pos 35–37: viršelių nuotraukose nufotografuotos knygelės, lentynoje neatpažintos"
Žagarinė salonas,34,Zagarine Salonas 34.JPG,9,34,18,13,3,"pos 16, 22, 23: nugarėlės be įskaitomo teksto (nutrupėjusi etiketė, tuščia balta nugarėlė, nublukusi gelsva nugarėlė) · pos 27–34: viršelių nuotraukose nufotografuotos knygos, kurių lentynos nuotraukose atpažinti nepavyko — gali sutapti su pos 16, 22 arba 23 · pos 4: matosi tik „Goethe · F…“ — tikėtina Faust II, bet nepatvirtinta"
Žagarinė salonas,35,Zagarine Salonas 35.JPG,6,42,25,9,8,"lentynos numeris 35 pieštuku užrašytas ant lentos krašto po šia eile — transkribuota eilė virš užrašo · pos 3, 14, 21, 27: knygos įstumtos gilumoje arba be teksto nugarėlėse · pos 15–16: „Pasaulio valdovų rūmai“ ir „Šventyklos ir vienuolynai“ — tos pačios serijos (projekto vadovas Marcello Morelli), leidyklos žymos (Akteja / Alma littera) dėl knygų pasvirimo nevienareikšmiškai priskiriamos · pos 25–36: dešinysis lentynos galas labai tankus, knygos pasvirusios ir dalis nukirsta kadro krašte — tikslus eiliškumas apytikslis · pos 32–33: pavadinimai neperskaitomi, užrašyti tik matomi fragmentai · lentynos dešinė pusė tęsiasi už kadro ribų — gali būti dar knygų, kurių nuotraukoje nesimato · pos 37–42: plonos viršelių nuotraukose užfiksuotos brošiūros ir albumai; kai kurie jų gali sutapti su neatpažintomis plonomis nugarėlėmis (pos 3, 14, 21, 27), tačiau sutapatinti nepavyko"
Žagarinė salonas,36,Zagarine Salonas 36.JPG,10,32,16,15,1,"pos 1–12: kairiajame lentynos gale suglaustas ~11–12 plonų leidinių pluoštas; atskiros nugarėlės neįskaitomos, todėl knygos atpažintos tik iš viršelių nuotraukų, o jų tiksli eilės tvarka lentynoje nenustatyta · pos 4: viršelio nuotrauka „Zagarine Salonas 36_4.JPG“ partijoje nepateikta, todėl vienas plonas leidinys liko neidentifikuotas · pos 13: „Radiniai, sidabro dulkės ir liūto gėlės“ — rašytinis šriftas ant nugarėlės, transkripcija nepatikima · pos 16: armėniškas albumas — perskaityta tik autoriaus pavardė (Գ. Խանջյան), pavadinimo ant nugarėlės nėra · pos 32: dešinysis lentynos kraštas nukirstas kadro; gali būti dar 1–2 knygos už nuotraukos ribų"
Žagarinė salonas,37,Zagarine Salonas 37.JPG,0,34,22,9,3,"pos 6, 13, 17: nugarėlės be įskaitomo teksto · pos 9 ir 10: neaišku, ar tai dvi atskiros knygos, ar vienos knygos pavadinimas su paantrašte · pos 8 ir 20: matosi tik autorių pavardės · pos 23: pavadinimas paimtas iš ranka užrašytos etiketės, ne iš spausdinto teksto"
Žagarinė salonas,38,Zagarine Salonas 38.JPG,5,35,20,7,8,"pos 10–14: penkios plonos knygos kairiajame pluošte suglaustos taip, kad nugarėlių perskaityti neįmanoma; identifikuotos tik iš viršelių nuotraukų (38_1–38_5), o jų tarpusavio eilės tvarka lentynoje nenustatyta · pos 1, 2, 7, 8: knygos be jokio teksto ant nugarėlės (oranžinis aplankas, bordinis tomas, tamsiai žalias įrišimas, baltas spiralinis segtuvas) · pos 32–35: prie galinės sienelės antroje eilėje stovinčios / pasvirusios didelio formato knygos — matomi tik viršutiniai kraštai, pavadinimų perskaityti neįmanoma"
Žagarinė salonas,39,Zagarine Salonas 39.JPG,1,54,17,27,10,"kairysis lentynos galas nukirstas nuotraukos krašte — pos 1–2 matomi tik iš dalies · pos 10, 22, 27, 29: ant nugarėlių matomi tik autorių vardai (Gerimantas Statinis, Maria Sciortino, Lionginas Šepetys, Justas Vincas Paleckis) · pos 12, 20, 25, 32, 34, 39, 44, 49, 51: nugarėlės be įskaitomo teksto arba stovinčios antroje eilėje · pos 21–26: Florencijos leidinių grupė — nugarėlės pasvirusios, užrašai persidengia, sutapatinimas dalinai spėjamas · pos 31 ir 33: dvi raudonos knygos apie Luaros pilis; pavadinimų pradžios/pabaigos neįskaitomos · pos 37: „NESTORAS MAISTAS“ — neaišku, kur autorius, kur pavadinimas · pos 40, 52: knygos lentynoje pastatytos apverstos · pos 42: „Kalnai lieka“ autoriaus pavardė rašyta dailyraščiu, neperskaitoma"
Žagarinė salonas,40,Zagarine Salonas 40.JPG,21,49,9,35,5,"pos 3 ir 4: plona suplyšusi knyga tarp „Lietuvos tapybos“ ir Čiurlionio bei už jos stovinti pilkšva knyga su raidėmis „LIE…“ — neįskaitoma, gali būti ir viena knyga · pos 12: plonas baltas leidinys su juodu raštu nugarėlėje — teksto nematyti · pos 18: Marijos Matušakaitės knygos pavadinimas auksiniame rėmelyje įskaitomas tik iš dalies („…PORTRETAS … LIETUVOJE“) · pos 20 ir 21: užpakalinėje eilėje už „Lietuvos istorijos paminklų“ — tamsi knyga ir plonas raudonas leidinys su hieroglifais, pavadinimų nematyti · pos 25: knyga stovi aukštyn kojomis, pavadinimas nuskaitytas apvertus vaizdą · pos 29–49: nė viena viršelių nuotraukose (_1…_23) nufotografuota knyga neatpažįstama tarp šios lentynos nugarėlių — greičiausiai jos paimtos iš kitos (žemesnės) lentynos, bet įrašytos pagal instrukciją"
Žagarinė salonas,43,Zagarine Salonas 43.JPG,0,38,17,12,9,"lentynos numeris „43“ pieštuku užrašytas lentos krašto viduryje; šalia dar pieštuku pažymėta „⌐ P. L. BIBLIOTEKA“ ir „⌐ P. L. B.“ — tai lentynos turinio žymos, ne numeriai · pos 1: kairysis lentynos galas nukirstas kadro krašte — kairėje gali būti dar knygų, kurių nuotraukoje nesimato · pos 13–14: „Česlovas Kudaba“ ir žydras spiralinis leidinys — ar tai dvi atskiros knygos, ar viena, patikimai nustatyti nepavyko dėl stipraus knygų pasvirimo · pos 31–35: dešiniajame gale suglaustos plonos brošiūros ir žemėlapiai be įskaitomų nugarėlių; jų skaičius (5) apytikslis · pos 36–38: galinėje eilėje stovintys leidiniai, kurių nugarėlių iš viso nesimato · pos 6: nugarėlėje kartu matomi ir „Alma littera“ (viršuje), ir „Reader's Digest“ (apačioje) ženklai"
Žagarinė salonas,44,Zagarine Salonas 44.JPG,0,28,15,11,2,"Lentynos numeris 44 užrašytas pieštuku ant lentos krašto (šalia įrašų „↑ H. HESSE ↑ P.L.B. ↑“) — skaityta virš jo stovinti sodininkystės knygų eilė. · pos 2 ir pos 28: knygos be matomo nugarėlės teksto. · pos 12: tamsiai žalia knyga — matyti tik „SODO AUGALŲ“, pavadinimo pabaiga užstota kaimyninės knygos. · pos 8: autorių pavardės labai smulkios, transkripcija apytikslė. · Lentynos gale stovi žiūronai ant stovo — ne knyga, neįrašyta."
Žagarinė salonas,45,Zagarine Salonas 45.JPG,0,36,25,5,6,"lentyna labai tanki; pos 1, 3, 7, 31, 34, 36 nugarėlių teksto perskaityti neįmanoma · pos 14: rašytinis pavadinimas „prie stalo su Abraomu“ — paskutinis žodis neaiškus · pos 23: nugarėlėje keturios autorių pavardės, įrašyta tik pirmoji, kitos smulkios ir neryškios · lentynos priekyje stovi dekoratyvinė atvirukų dėžutė („DIN DAG“, mėlynos gėlės) — ne knyga, neįrašyta · lentynos krašte pieštuku užrašyta „44 ↑ H. Hesse ↑ P.L.B. ↑“ — tai viršutinės lentynos (44) žyma"
Žagarinė salonas,46,Zagarine Salonas 46.JPG,1,41,22,10,9,"Lentyna 46 yra gili spinta su vidinėmis pertvaromis: kairysis skyrius (pos 1–15), vidurinis (pos 16–18), dešiniojo skyriaus viršutinė lentynėlė (pos 19–33) ir apatinė (pos 34–40). Knygos sukrautos viena ant kitos ir pakrypusios, todėl kai kurios nugarėlės visiškai nematomos. · pos 3, 5, 6, 7: baltos brošiūros ir segtuvai be teksto — gali būti ir ne knygos · pos 18, 21, 24, 25, 26: nugarėlės be įskaitomo teksto · pos 22, 27, 29: matosi tik autoriaus pavardė · Tarp knygų yra ne knygų: juoda dėžutė, sudedama medinė liniuotė, rėmeliai, akiniai — jie neįrašyti · Dešiniojo skyriaus krūvose po viršutinėmis knygomis tikėtina dar kelios visiškai uždengtos knygos"
